"Relic_Name","C1","C2","C3","U1","U2","Rare","Class","Type","Refinement","C1_Raw","C2_Raw","C3_Raw","U1_Raw","U2_Raw","Rare_Raw","C1_Odds","C2_Odds","C3_Odds","U1_Odds","U2_Odds","Rare_Odds"
"Axi B3 Relic (Exceptional) ","Paris Prime Lower Limb (23.33%)","Stradavar Prime Stock (23.33%)","Forma (23.33%)","Zhuge Prime Receiver (13.0%)","Atlas Prime Chassis (13.0%)","Baza Prime Stock (4.0%)","Axi","B3","Exceptional","Paris Prime Lower Limb","Stradavar Prime Stock","Forma","Zhuge Prime Receiver","Atlas Prime Chassis","Baza Prime Stock","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi B3 Relic (Flawless) ","Paris Prime Lower Limb (20.0%)","Stradavar Prime Stock (20.0%)","Forma (20.0%)","Zhuge Prime Receiver (17.0%)","Atlas Prime Chassis (17.0%)","Baza Prime Stock (6.0%)","Axi","B3","Flawless","Paris Prime Lower Limb","Stradavar Prime Stock","Forma","Zhuge Prime Receiver","Atlas Prime Chassis","Baza Prime Stock","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi B3 Relic (Radiant) ","Zhuge Prime Receiver (20.0%)","Atlas Prime Chassis (20.0%)","Paris Prime Lower Limb (16.67%)","Stradavar Prime Stock (16.67%)","Forma (16.67%)","Baza Prime Stock (10.0%)","Axi","B3","Radiant","Zhuge Prime Receiver","Atlas Prime Chassis","Paris Prime Lower Limb","Stradavar Prime Stock","Forma","Baza Prime Stock","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi B4 Relic (Intact) ","Aksomati Prime (25.33%)","Akjagara Prime (25.33%)","Paris Prime Lower Limb (25.33%)","Ivara Prime (11.0%)","Karyst Prime Handle (11.0%)","Baza Prime (2.0%)","Axi","B4","Intact","Aksomati Prime","Akjagara Prime","Paris Prime Lower Limb","Ivara Prime","Karyst Prime Handle","Baza Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi B4 Relic (Exceptional) ","Aksomati Prime (23.33%)","Akjagara Prime (23.33%)","Paris Prime Lower Limb (23.33%)","Ivara Prime (13.0%)","Karyst Prime Handle (13.0%)","Baza Prime (4.0%)","Axi","B4","Exceptional","Aksomati Prime","Akjagara Prime","Paris Prime Lower Limb","Ivara Prime","Karyst Prime Handle","Baza Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi B4 Relic (Flawless) ","Aksomati Prime (20.0%)","Akjagara Prime (20.0%)","Paris Prime Lower Limb (20.0%)","Ivara Prime (17.0%)","Karyst Prime Handle (17.0%)","Baza Prime (6.0%)","Axi","B4","Flawless","Aksomati Prime","Akjagara Prime","Paris Prime Lower Limb","Ivara Prime","Karyst Prime Handle","Baza Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi B4 Relic (Radiant) ","Ivara Prime (20.0%)","Karyst Prime Handle (20.0%)","Aksomati Prime (16.67%)","Akjagara Prime (16.67%)","Paris Prime Lower Limb (16.67%)","Baza Prime (10.0%)","Axi","B4","Radiant","Ivara Prime","Karyst Prime Handle","Aksomati Prime","Akjagara Prime","Paris Prime Lower Limb","Baza Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi C1 Relic (Intact) ","Trinity Prime Neuroptics (25.33%)","Vectis Prime Barrel (25.33%)","Lex Prime Receiver (25.33%)","Orthos Prime (11.0%)","Forma (11.0%)","Cernos Prime Lower Limb (2.0%)","Axi","C1","Intact","Trinity Prime Neuroptics","Vectis Prime Barrel","Lex Prime Receiver","Orthos Prime","Forma","Cernos Prime Lower Limb","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi C1 Relic (Exceptional) ","Trinity Prime Neuroptics (23.33%)","Vectis Prime Barrel (23.33%)","Lex Prime Receiver (23.33%)","Orthos Prime (13.0%)","Forma (13.0%)","Cernos Prime Lower Limb (4.0%)","Axi","C1","Exceptional","Trinity Prime Neuroptics","Vectis Prime Barrel","Lex Prime Receiver","Orthos Prime","Forma","Cernos Prime Lower Limb","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi C1 Relic (Flawless) ","Trinity Prime Neuroptics (20.0%)","Vectis Prime Barrel (20.0%)","Lex Prime Receiver (20.0%)","Orthos Prime (17.0%)","Forma (17.0%)","Cernos Prime Lower Limb (6.0%)","Axi","C1","Flawless","Trinity Prime Neuroptics","Vectis Prime Barrel","Lex Prime Receiver","Orthos Prime","Forma","Cernos Prime Lower Limb","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi C1 Relic (Radiant) ","Orthos Prime (20.0%)","Forma (20.0%)","Trinity Prime Neuroptics (16.67%)","Vectis Prime Barrel (16.67%)","Lex Prime Receiver (16.67%)","Cernos Prime Lower Limb (10.0%)","Axi","C1","Radiant","Orthos Prime","Forma","Trinity Prime Neuroptics","Vectis Prime Barrel","Lex Prime Receiver","Cernos Prime Lower Limb","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi C2 Relic (Intact) ","Forma (25.33%)","Trinity Prime Systems (25.33%)","Braton Prime (25.33%)","Silva & Aegis Prime Blade (11.0%)","Fragor Prime Handle (11.0%)","Cernos Prime Lower Limb (2.0%)","Axi","C2","Intact","Forma","Trinity Prime Systems","Braton Prime","Silva & Aegis Prime Blade","Fragor Prime Handle","Cernos Prime Lower Limb","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi C2 Relic (Exceptional) ","Forma (23.33%)","Trinity Prime Systems (23.33%)","Braton Prime (23.33%)","Silva & Aegis Prime Blade (13.0%)","Fragor Prime Handle (13.0%)","Cernos Prime Lower Limb (4.0%)","Axi","C2","Exceptional","Forma","Trinity Prime Systems","Braton Prime","Silva & Aegis Prime Blade","Fragor Prime Handle","Cernos Prime Lower Limb","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi C2 Relic (Flawless) ","Forma (20.0%)","Trinity Prime Systems (20.0%)","Braton Prime (20.0%)","Silva & Aegis Prime Blade (17.0%)","Fragor Prime Handle (17.0%)","Cernos Prime Lower Limb (6.0%)","Axi","C2","Flawless","Forma","Trinity Prime Systems","Braton Prime","Silva & Aegis Prime Blade","Fragor Prime Handle","Cernos Prime Lower Limb","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi C2 Relic (Radiant) ","Silva & Aegis Prime Blade (20.0%)","Fragor Prime Handle (20.0%)","Forma (16.67%)","Trinity Prime Systems (16.67%)","Braton Prime (16.67%)","Cernos Prime Lower Limb (10.0%)","Axi","C2","Radiant","Silva & Aegis Prime Blade","Fragor Prime Handle","Forma","Trinity Prime Systems","Braton Prime","Cernos Prime Lower Limb","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi C3 Relic (Intact) ","Helios Prime Carapace (25.33%)","Forma (25.33%)","Hydroid Prime Chassis (25.33%)","Banshee Prime (11.0%)","Pyrana Prime Receiver (11.0%)","Chroma Prime Systems (2.0%)","Axi","C3","Intact","Helios Prime Carapace","Forma","Hydroid Prime Chassis","Banshee Prime","Pyrana Prime Receiver","Chroma Prime Systems","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi C3 Relic (Exceptional) ","Helios Prime Carapace (23.33%)","Forma (23.33%)","Hydroid Prime Chassis (23.33%)","Banshee Prime (13.0%)","Pyrana Prime Receiver (13.0%)","Chroma Prime Systems (4.0%)","Axi","C3","Exceptional","Helios Prime Carapace","Forma","Hydroid Prime Chassis","Banshee Prime","Pyrana Prime Receiver","Chroma Prime Systems","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi C3 Relic (Flawless) ","Helios Prime Carapace (20.0%)","Forma (20.0%)","Hydroid Prime Chassis (20.0%)","Banshee Prime (17.0%)","Pyrana Prime Receiver (17.0%)","Chroma Prime Systems (6.0%)","Axi","C3","Flawless","Helios Prime Carapace","Forma","Hydroid Prime Chassis","Banshee Prime","Pyrana Prime Receiver","Chroma Prime Systems","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi C3 Relic (Radiant) ","Banshee Prime (20.0%)","Pyrana Prime Receiver (20.0%)","Helios Prime Carapace (16.67%)","Forma (16.67%)","Hydroid Prime Chassis (16.67%)","Chroma Prime Systems (10.0%)","Axi","C3","Radiant","Banshee Prime","Pyrana Prime Receiver","Helios Prime Carapace","Forma","Hydroid Prime Chassis","Chroma Prime Systems","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi C4 Relic (Intact) ","Braton Prime (25.33%)","Hydroid Prime Chassis (25.33%)","Pyrana Prime Barrel (25.33%)","Sybaris Prime Receiver (11.0%)","Kogake Prime (11.0%)","Chroma Prime Systems (2.0%)","Axi","C4","Intact","Braton Prime","Hydroid Prime Chassis","Pyrana Prime Barrel","Sybaris Prime Receiver","Kogake Prime","Chroma Prime Systems","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi C4 Relic (Exceptional) ","Braton Prime (23.33%)","Hydroid Prime Chassis (23.33%)","Pyrana Prime Barrel (23.33%)","Sybaris Prime Receiver (13.0%)","Kogake Prime (13.0%)","Chroma Prime Systems (4.0%)","Axi","C4","Exceptional","Braton Prime","Hydroid Prime Chassis","Pyrana Prime Barrel","Sybaris Prime Receiver","Kogake Prime","Chroma Prime Systems","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi C4 Relic (Flawless) ","Braton Prime (20.0%)","Hydroid Prime Chassis (20.0%)","Pyrana Prime Barrel (20.0%)","Sybaris Prime Receiver (17.0%)","Kogake Prime (17.0%)","Chroma Prime Systems (6.0%)","Axi","C4","Flawless","Braton Prime","Hydroid Prime Chassis","Pyrana Prime Barrel","Sybaris Prime Receiver","Kogake Prime","Chroma Prime Systems","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi C4 Relic (Radiant) ","Sybaris Prime Receiver (20.0%)","Kogake Prime (20.0%)","Braton Prime (16.67%)","Hydroid Prime Chassis (16.67%)","Pyrana Prime Barrel (16.67%)","Chroma Prime Systems (10.0%)","Axi","C4","Radiant","Sybaris Prime Receiver","Kogake Prime","Braton Prime","Hydroid Prime Chassis","Pyrana Prime Barrel","Chroma Prime Systems","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi C5 Relic (Intact) ","Braton Prime Barrel (25.33%)","Panthera Prime (25.33%)","Tekko Prime Gauntlet (25.33%)","Tipedo Prime Ornament (11.0%)","Akbronco Prime Link (11.0%)","Corinth Prime Barrel (2.0%)","Axi","C5","Intact","Braton Prime Barrel","Panthera Prime","Tekko Prime Gauntlet","Tipedo Prime Ornament","Akbronco Prime Link","Corinth Prime Barrel","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi C5 Relic (Exceptional) ","Braton Prime Barrel (23.33%)","Panthera Prime (23.33%)","Tekko Prime Gauntlet (23.33%)","Tipedo Prime Ornament (13.0%)","Akbronco Prime Link (13.0%)","Corinth Prime Barrel (4.0%)","Axi","C5","Exceptional","Braton Prime Barrel","Panthera Prime","Tekko Prime Gauntlet","Tipedo Prime Ornament","Akbronco Prime Link","Corinth Prime Barrel","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi C5 Relic (Flawless) ","Braton Prime Barrel (20.0%)","Panthera Prime (20.0%)","Tekko Prime Gauntlet (20.0%)","Tipedo Prime Ornament (17.0%)","Akbronco Prime Link (17.0%)","Corinth Prime Barrel (6.0%)","Axi","C5","Flawless","Braton Prime Barrel","Panthera Prime","Tekko Prime Gauntlet","Tipedo Prime Ornament","Akbronco Prime Link","Corinth Prime Barrel","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi C5 Relic (Radiant) ","Tipedo Prime Ornament (20.0%)","Akbronco Prime Link (20.0%)","Braton Prime Barrel (16.67%)","Panthera Prime (16.67%)","Tekko Prime Gauntlet (16.67%)","Corinth Prime Barrel (10.0%)","Axi","C5","Radiant","Tipedo Prime Ornament","Akbronco Prime Link","Braton Prime Barrel","Panthera Prime","Tekko Prime Gauntlet","Corinth Prime Barrel","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi C6 Relic (Intact) ","Pangolin Prime Handle (25.33%)","Karyst Prime (25.33%)","Forma (25.33%)","Pandero Prime Barrel (11.0%)","Ivara Prime Systems (11.0%)","Corinth Prime Barrel (2.0%)","Axi","C6","Intact","Pangolin Prime Handle","Karyst Prime","Forma","Pandero Prime Barrel","Ivara Prime Systems","Corinth Prime Barrel","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi C6 Relic (Exceptional) ","Pangolin Prime Handle (23.33%)","Karyst Prime (23.33%)","Forma (23.33%)","Pandero Prime Barrel (13.0%)","Ivara Prime Systems (13.0%)","Corinth Prime Barrel (4.0%)","Axi","C6","Exceptional","Pangolin Prime Handle","Karyst Prime","Forma","Pandero Prime Barrel","Ivara Prime Systems","Corinth Prime Barrel","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi C6 Relic (Flawless) ","Pangolin Prime Handle (20.0%)","Karyst Prime (20.0%)","Forma (20.0%)","Pandero Prime Barrel (17.0%)","Ivara Prime Systems (17.0%)","Corinth Prime Barrel (6.0%)","Axi","C6","Flawless","Pangolin Prime Handle","Karyst Prime","Forma","Pandero Prime Barrel","Ivara Prime Systems","Corinth Prime Barrel","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi C6 Relic (Radiant) ","Pandero Prime Barrel (20.0%)","Ivara Prime Systems (20.0%)","Pangolin Prime Handle (16.67%)","Karyst Prime (16.67%)","Forma (16.67%)","Corinth Prime Barrel (10.0%)","Axi","C6","Radiant","Pandero Prime Barrel","Ivara Prime Systems","Pangolin Prime Handle","Karyst Prime","Forma","Corinth Prime Barrel","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi D1 Relic (Intact) ","Braton Prime (25.33%)","Chroma Prime (25.33%)","Tiberon Prime Receiver (25.33%)","Zhuge Prime Receiver (11.0%)","Forma (11.0%)","Destreza Prime Blade (2.0%)","Axi","D1","Intact","Braton Prime","Chroma Prime","Tiberon Prime Receiver","Zhuge Prime Receiver","Forma","Destreza Prime Blade","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi D1 Relic (Exceptional) ","Braton Prime (23.33%)","Chroma Prime (23.33%)","Tiberon Prime Receiver (23.33%)","Zhuge Prime Receiver (13.0%)","Forma (13.0%)","Destreza Prime Blade (4.0%)","Axi","D1","Exceptional","Braton Prime","Chroma Prime","Tiberon Prime Receiver","Zhuge Prime Receiver","Forma","Destreza Prime Blade","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi D1 Relic (Flawless) ","Braton Prime (20.0%)","Chroma Prime (20.0%)","Tiberon Prime Receiver (20.0%)","Zhuge Prime Receiver (17.0%)","Forma (17.0%)","Destreza Prime Blade (6.0%)","Axi","D1","Flawless","Braton Prime","Chroma Prime","Tiberon Prime Receiver","Zhuge Prime Receiver","Forma","Destreza Prime Blade","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi D1 Relic (Radiant) ","Zhuge Prime Receiver (20.0%)","Forma (20.0%)","Braton Prime (16.67%)","Chroma Prime (16.67%)","Tiberon Prime Receiver (16.67%)","Destreza Prime Blade (10.0%)","Axi","D1","Radiant","Zhuge Prime Receiver","Forma","Braton Prime","Chroma Prime","Tiberon Prime Receiver","Destreza Prime Blade","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi D2 Relic (Intact) ","Aksomati Prime Receiver (25.33%)","Braton Prime (25.33%)","Destreza Prime Handle (25.33%)","Forma (11.0%)","Rubico Prime Stock (11.0%)","Destreza Prime Blade (2.0%)","Axi","D2","Intact","Aksomati Prime Receiver","Braton Prime","Destreza Prime Handle","Forma","Rubico Prime Stock","Destreza Prime Blade","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi D2 Relic (Exceptional) ","Aksomati Prime Receiver (23.33%)","Braton Prime (23.33%)","Destreza Prime Handle (23.33%)","Forma (13.0%)","Rubico Prime Stock (13.0%)","Destreza Prime Blade (4.0%)","Axi","D2","Exceptional","Aksomati Prime Receiver","Braton Prime","Destreza Prime Handle","Forma","Rubico Prime Stock","Destreza Prime Blade","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi D2 Relic (Flawless) ","Aksomati Prime Receiver (20.0%)","Braton Prime (20.0%)","Destreza Prime Handle (20.0%)","Forma (17.0%)","Rubico Prime Stock (17.0%)","Destreza Prime Blade (6.0%)","Axi","D2","Flawless","Aksomati Prime Receiver","Braton Prime","Destreza Prime Handle","Forma","Rubico Prime Stock","Destreza Prime Blade","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi D2 Relic (Radiant) ","Forma (20.0%)","Rubico Prime Stock (20.0%)","Aksomati Prime Receiver (16.67%)","Braton Prime (16.67%)","Destreza Prime Handle (16.67%)","Destreza Prime Blade (10.0%)","Axi","D2","Radiant","Forma","Rubico Prime Stock","Aksomati Prime Receiver","Braton Prime","Destreza Prime Handle","Destreza Prime Blade","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi E1 Relic (Intact) ","Latron Prime Barrel (25.33%)","Sicarus Prime (25.33%)","Frost Prime Neuroptics (25.33%)","Glaive Prime Blade (11.0%)","Forma (11.0%)","Ember Prime (2.0%)","Axi","E1","Intact","Latron Prime Barrel","Sicarus Prime","Frost Prime Neuroptics","Glaive Prime Blade","Forma","Ember Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi E1 Relic (Exceptional) ","Latron Prime Barrel (23.33%)","Sicarus Prime (23.33%)","Frost Prime Neuroptics (23.33%)","Glaive Prime Blade (13.0%)","Forma (13.0%)","Ember Prime (4.0%)","Axi","E1","Exceptional","Latron Prime Barrel","Sicarus Prime","Frost Prime Neuroptics","Glaive Prime Blade","Forma","Ember Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi E1 Relic (Flawless) ","Latron Prime Barrel (20.0%)","Sicarus Prime (20.0%)","Frost Prime Neuroptics (20.0%)","Glaive Prime Blade (17.0%)","Forma (17.0%)","Ember Prime (6.0%)","Axi","E1","Flawless","Latron Prime Barrel","Sicarus Prime","Frost Prime Neuroptics","Glaive Prime Blade","Forma","Ember Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi E1 Relic (Radiant) ","Glaive Prime Blade (20.0%)","Forma (20.0%)","Latron Prime Barrel (16.67%)","Sicarus Prime (16.67%)","Frost Prime Neuroptics (16.67%)","Ember Prime (10.0%)","Axi","E1","Radiant","Glaive Prime Blade","Forma","Latron Prime Barrel","Sicarus Prime","Frost Prime Neuroptics","Ember Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi E2 Relic (Intact) ","Paris Prime (25.33%)","Lex Prime Receiver (25.33%)","Braton Prime Stock (25.33%)","Bronco Prime Barrel (11.0%)","Forma (11.0%)","Euphona Prime Receiver (2.0%)","Axi","E2","Intact","Paris Prime","Lex Prime Receiver","Braton Prime Stock","Bronco Prime Barrel","Forma","Euphona Prime Receiver","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi E2 Relic (Exceptional) ","Paris Prime (23.33%)","Lex Prime Receiver (23.33%)","Braton Prime Stock (23.33%)","Bronco Prime Barrel (13.0%)","Forma (13.0%)","Euphona Prime Receiver (4.0%)","Axi","E2","Exceptional","Paris Prime","Lex Prime Receiver","Braton Prime Stock","Bronco Prime Barrel","Forma","Euphona Prime Receiver","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi E2 Relic (Flawless) ","Paris Prime (20.0%)","Lex Prime Receiver (20.0%)","Braton Prime Stock (20.0%)","Bronco Prime Barrel (17.0%)","Forma (17.0%)","Euphona Prime Receiver (6.0%)","Axi","E2","Flawless","Paris Prime","Lex Prime Receiver","Braton Prime Stock","Bronco Prime Barrel","Forma","Euphona Prime Receiver","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi E2 Relic (Radiant) ","Bronco Prime Barrel (20.0%)","Forma (20.0%)","Paris Prime (16.67%)","Lex Prime Receiver (16.67%)","Braton Prime Stock (16.67%)","Euphona Prime Receiver (10.0%)","Axi","E2","Radiant","Bronco Prime Barrel","Forma","Paris Prime","Lex Prime Receiver","Braton Prime Stock","Euphona Prime Receiver","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi G1 Relic (Intact) ","Nekros Prime Chassis (25.33%)","Saryn Prime Systems (25.33%)","Paris Prime (25.33%)","Kavasa Prime Kubrow Collar (11.0%)","Forma (11.0%)","Galatine Prime (2.0%)","Axi","G1","Intact","Nekros Prime Chassis","Saryn Prime Systems","Paris Prime","Kavasa Prime Kubrow Collar","Forma","Galatine Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi G1 Relic (Exceptional) ","Nekros Prime Chassis (23.33%)","Saryn Prime Systems (23.33%)","Paris Prime (23.33%)","Kavasa Prime Kubrow Collar (13.0%)","Forma (13.0%)","Galatine Prime (4.0%)","Axi","G1","Exceptional","Nekros Prime Chassis","Saryn Prime Systems","Paris Prime","Kavasa Prime Kubrow Collar","Forma","Galatine Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi G1 Relic (Flawless) ","Nekros Prime Chassis (20.0%)","Saryn Prime Systems (20.0%)","Paris Prime (20.0%)","Kavasa Prime Kubrow Collar (17.0%)","Forma (17.0%)","Galatine Prime (6.0%)","Axi","G1","Flawless","Nekros Prime Chassis","Saryn Prime Systems","Paris Prime","Kavasa Prime Kubrow Collar","Forma","Galatine Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi G1 Relic (Radiant) ","Kavasa Prime Kubrow Collar (20.0%)","Forma (20.0%)","Nekros Prime Chassis (16.67%)","Saryn Prime Systems (16.67%)","Paris Prime (16.67%)","Galatine Prime (10.0%)","Axi","G1","Radiant","Kavasa Prime Kubrow Collar","Forma","Nekros Prime Chassis","Saryn Prime Systems","Paris Prime","Galatine Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Axi G2 Relic (Intact) ","Wukong Prime Neuroptics (25.33%)","Akbolto Prime (25.33%)","Burston Prime Receiver (25.33%)","Tipedo Prime Ornament (11.0%)","Redeemer Prime (11.0%)","Gram Prime Handle (2.0%)","Axi","G2","Intact","Wukong Prime Neuroptics","Akbolto Prime","Burston Prime Receiver","Tipedo Prime Ornament","Redeemer Prime","Gram Prime Handle","25.33","25.33","25.33","11.0","11.0","2.0"
"Axi G2 Relic (Exceptional) ","Wukong Prime Neuroptics (23.33%)","Akbolto Prime (23.33%)","Burston Prime Receiver (23.33%)","Tipedo Prime Ornament (13.0%)","Redeemer Prime (13.0%)","Gram Prime Handle (4.0%)","Axi","G2","Exceptional","Wukong Prime Neuroptics","Akbolto Prime","Burston Prime Receiver","Tipedo Prime Ornament","Redeemer Prime","Gram Prime Handle","23.33","23.33","23.33","13.0","13.0","4.0"
"Axi G2 Relic (Flawless) ","Wukong Prime Neuroptics (20.0%)","Akbolto Prime (20.0%)","Burston Prime Receiver (20.0%)","Tipedo Prime Ornament (17.0%)","Redeemer Prime (17.0%)","Gram Prime Handle (6.0%)","Axi","G2","Flawless","Wukong Prime Neuroptics","Akbolto Prime","Burston Prime Receiver","Tipedo Prime Ornament","Redeemer Prime","Gram Prime Handle","20.0","20.0","20.0","17.0","17.0","6.0"
"Axi G2 Relic (Radiant) ","Tipedo Prime Ornament (20.0%)","Redeemer Prime (20.0%)","Wukong Prime Neuroptics (16.67%)","Akbolto Prime (16.67%)","Burston Prime Receiver (16.67%)","Gram Prime Handle (10.0%)","Axi","G2","Radiant","Tipedo Prime Ornament","Redeemer Prime","Wukong Prime Neuroptics","Akbolto Prime","Burston Prime Receiver","Gram Prime Handle","20.0","20.0","16.67","16.67","16.67","10.0"
